,Agent_Commerce($),Agent_Commerce(#),Agent_Catering($),Agent_Catering(#),Agent_Health($),Agent_Health(#),Agent_Recreation($),Agent_Recreation(#),Agent_Transport($),Agent_Transport(#),Agent_Hotel($),Agent_Hotel(#),Agent_RealState($),Agent_RealState(#)
34,10000,100,0,0,0,0,0,0,14909,151,7409,75,0,0
35,16800,168,0,0,0,0,0,0,19933,202,10957,111,0,0
36,23896,239,0,0,0,0,0,0,26337,267,14196,144,0,0
37,30082,301,0,0,0,0,0,0,32047,325,17924,182,0,0
38,37245,373,0,0,0,0,0,0,37534,381,21744,221,0,0
39,46755,469,100,1,0,0,0,0,45679,464,25956,264,0,0
40,56247,565,200,2,0,0,0,0,54493,554,31144,317,0,0
41,65710,661,200,2,0,0,0,0,62782,639,35336,360,0,0
42,75143,757,800,8,0,0,0,0,71450,728,40010,408,0,0
43,89286,901,2200,22,0,0,0,0,81984,836,45657,466,0,0
44,103664,1048,4600,46,0,0,0,0,95058,970,51887,530,0,0
45,116637,1181,8500,85,0,0,0,0,106927,1092,58002,593,0,0
46,130929,1328,14900,149,0,0,0,0,118673,1213,64207,657,0,0
47,144404,1467,24200,242,0,0,0,0,130298,1333,69913,716,0,0
48,158619,1614,36500,365,0,0,0,0,141691,1451,75603,775,0,0
49,171722,1750,52300,523,0,0,0,0,153937,1578,81766,839,0,0
50,185465,1893,73900,739,0,0,0,0,166163,1705,87334,897,0,0
51,198693,2031,97600,976,0,0,0,0,177560,1824,93470,961,0,0
52,212285,2173,123700,1237,0,0,0,0,189442,1948,99888,1028,0,0
53,225940,2316,152200,1522,0,0,0,0,200694,2066,105137,1083,0,0
54,239462,2458,180700,1807,0,0,0,0,212527,2190,111139,1146,0,0
55,250940,2579,212900,2129,0,0,0,0,224423,2315,117134,1209,0,0
56,263838,2715,238000,2380,0,0,0,0,235916,2436,123313,1274,0,0
57,276129,2845,264700,2647,0,0,0,0,247581,2559,129302,1337,0,0
58,288148,2972,289800,2898,0,0,0,0,258739,2677,134777,1395,0,0
59,299829,3096,312100,3121,0,0,0,0,269775,2794,140355,1454,0,0
60,310915,3214,331600,3316,0,0,0,0,282050,2924,146494,1519,0,0
61,320679,3318,369400,3694,0,0,0,0,291202,3021,150993,1567,0,0
62,329361,3411,383000,3830,0,0,0,0,298300,3097,154910,1609,0,0
63,337210,3495,392500,3925,0,0,0,0,306155,3181,159011,1653,0,0
64,345112,3580,401800,4018,0,0,0,0,313605,3261,162814,1694,0,0
65,352338,3657,431100,4311,0,0,0,0,320938,3339,165723,1725,0,0
66,360420,3743,436700,4367,0,0,0,0,326897,3403,167852,1748,0,0
67,367057,3814,441000,4410,0,0,0,0,332181,3460,170074,1772,0,0
68,375411,3903,443300,4433,0,0,0,0,338040,3523,172298,1796,0,0
69,380201,3954,469300,4693,0,0,0,0,342057,3566,174079,1815,0,0
70,389883,4057,471300,4713,0,0,0,0,346295,3611,175380,1829,0,0
71,394353,4105,472400,4724,0,0,0,0,349172,3642,176679,1843,0,0
72,399366,4159,472700,4727,0,0,0,0,352625,3679,178266,1860,0,0
73,402577,4193,499100,4991,0,0,0,0,353689,3690,178266,1860,0,0
74,407066,4240,499400,4994,0,0,0,0,353689,3690,178266,1860,0,0
75,408407,4254,499700,4997,0,0,0,0,353689,3690,178266,1860,0,0
76,409467,4265,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
77,410814,4279,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
78,411589,4287,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
79,411687,4288,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
80,411881,4290,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
81,411881,4290,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
82,411881,4290,500000,5000,0,0,0,0,353689,3690,178266,1860,0,0
83,411881,4290,500000,5000,0,0,100,1,353689,3690,178266,1860,0,0
84,411881,4290,500000,5000,0,0,400,4,353689,3690,178266,1860,0,0
85,411881,4290,500100,5001,0,0,700,7,353689,3690,178266,1860,0,0
86,411881,4290,500100,5001,0,0,1000,10,353689,3690,178266,1860,0,0
87,411881,4290,500100,5001,0,0,1800,18,353689,3690,178266,1860,0,0
88,411881,4290,500200,5002,0,0,2200,22,353689,3690,178266,1860,0,0
89,411881,4290,500500,5005,0,0,3300,33,353689,3690,178266,1860,0,0
90,411881,4290,501000,5010,0,0,4700,47,353689,3690,178266,1860,0,0
91,411881,4290,501400,5014,0,0,6000,60,353689,3690,178266,1860,0,0
92,411881,4290,502400,5024,0,0,6800,68,353689,3690,178266,1860,0,0
93,411881,4290,504000,5040,0,0,8000,80,353689,3690,178266,1860,0,0
94,411881,4290,505500,5055,0,0,9300,93,353689,3690,178266,1860,0,0
95,411881,4290,508900,5089,0,0,12200,122,353689,3690,178266,1860,0,0
96,411881,4290,512000,5120,0,0,14900,149,353689,3690,178266,1860,0,0
97,411881,4290,517400,5174,0,0,17300,173,353689,3690,178266,1860,0,0
98,411881,4290,520100,5201,0,0,17300,173,353689,3690,178266,1860,0,0
99,411881,4290,523500,5235,0,0,17300,173,353689,3690,178266,1860,0,0
100,411881,4290,527800,5278,0,0,17300,173,353689,3690,178266,1860,0,0
101,411881,4290,533100,5331,0,0,17300,173,353689,3690,178266,1860,0,0
102,411881,4290,539700,5397,0,0,17300,173,353689,3690,178266,1860,0,0
103,411881,4290,546200,5462,0,0,17300,173,353689,3690,178266,1860,0,0
104,411881,4290,554400,5544,0,0,17300,173,353689,3690,178266,1860,0,0
105,411881,4290,564100,5641,0,0,17300,173,353689,3690,178266,1860,0,0
106,411881,4290,573600,5736,0,0,17300,173,353689,3690,178266,1860,0,0
107,411881,4290,582800,5828,0,0,17300,173,353689,3690,178266,1860,0,0
108,411881,4290,589000,5890,0,0,17300,173,353689,3690,178266,1860,0,0
109,411881,4290,596800,5968,0,0,17300,173,353689,3690,178266,1860,0,0
110,411881,4290,604200,6042,0,0,17300,173,353689,3690,178266,1860,0,0
111,411881,4290,610500,6105,0,0,17300,173,353689,3690,178266,1860,0,0
112,411881,4290,614100,6141,0,0,17300,173,353689,3690,178266,1860,0,0
113,411881,4290,616600,6166,0,0,17300,173,353689,3690,178266,1860,0,0
114,411881,4290,618300,6183,0,0,17300,173,353689,3690,178266,1860,0,0
115,411881,4290,619900,6199,0,0,17300,173,353689,3690,178266,1860,0,0
116,411881,4290,620800,6208,0,0,17300,173,353689,3690,178266,1860,0,0
117,411881,4290,621900,6219,0,0,17300,173,353689,3690,178266,1860,0,0
118,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
119,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
120,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
121,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
122,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
123,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
124,411881,4290,622100,6221,0,0,17300,173,353689,3690,178266,1860,0,0
125,413860,4311,622100,6221,0,0,17300,173,356854,3724,178356,1861,0,0
126,416034,4334,622100,6221,0,0,17300,173,360304,3761,178356,1861,0,0
127,418774,4363,622100,6221,0,0,17300,173,364040,3801,178356,1861,0,0
128,420946,4386,622100,6221,0,0,17300,173,367108,3834,178356,1861,0,0
129,426083,4441,623388,6234,0,0,17300,173,372787,3895,178568,1864,0,0
130,430756,4491,624576,6246,0,0,17300,173,378330,3955,178873,1868,0,0
131,437114,4559,626360,6264,0,0,17300,173,383406,4010,179003,1870,0,0
132,441681,4608,628241,6283,0,0,17300,173,389427,4075,179287,1874,0,0
133,448367,4680,633882,6340,0,0,17300,173,396527,4153,179548,1878,0,0
134,456083,4763,640114,6403,0,0,17300,173,404667,4242,179895,1883,0,0
135,464384,4852,645255,6455,0,0,17300,173,412599,4329,180293,1889,0,0
136,471090,4924,651775,6521,0,0,17300,173,419961,4410,180543,1893,0,0
137,481863,5041,662548,6630,0,0,17300,173,430217,4523,181017,1900,0,0
138,492658,5158,674903,6755,0,0,17300,173,441997,4652,181486,1907,0,0
139,503313,5274,688140,6889,0,0,17300,173,453489,4778,181950,1914,0,0
140,514541,5396,700084,7010,0,0,17300,173,464206,4896,182321,1920,0,0
141,525464,5515,712011,7131,0,0,17300,173,474845,5014,182686,1926,0,0
142,535742,5627,724721,7260,0,0,17300,173,487213,5150,183046,1932,0,0
143,548070,5761,735936,7374,0,0,17300,173,497668,5266,183400,1938,0,0
144,559648,5887,747540,7492,0,0,17300,173,509119,5393,183749,1944,0,0
145,570358,6004,757955,7598,0,0,17300,173,520209,5516,184093,1950,0,0
146,579770,6107,770229,7723,0,0,17300,173,530195,5628,184432,1956,0,0
147,590290,6222,780833,7831,0,0,17300,173,541545,5754,184766,1962,0,0
148,599110,6319,791520,7940,0,0,17300,173,552598,5878,185094,1968,0,0
149,608500,6423,801515,8042,0,0,17300,173,563643,6001,185418,1974,0,0
150,617828,6525,812398,8153,0,0,17300,173,574270,6121,185682,1979,0,0
151,626896,6625,823159,8263,0,0,17300,173,585036,6242,186051,1986,0,0
152,634107,6705,833628,8370,0,0,17300,173,596338,6369,186360,1992,0,0
153,642314,6796,844592,8482,0,0,17300,173,606586,6485,186665,1998,0,0
154,649904,6880,854284,8581,0,0,17300,173,618211,6615,186965,2004,0,0
155,656169,6950,866824,8709,0,0,17300,173,629081,6738,187261,2010,0,0
156,661637,7011,875920,8802,0,0,17300,173,638866,6849,187552,2016,0,0
157,667616,7078,896914,9016,0,0,17300,173,647495,6948,187915,2023,0,0
158,672984,7138,909053,9140,0,0,17300,173,655291,7037,188386,2031,0,0
159,678203,7196,921187,9264,0,0,17300,173,662833,7123,188757,2038,0,0
160,682745,7247,932251,9377,0,0,17300,173,670128,7207,189123,2045,0,0
161,686530,7289,952047,9579,0,0,17300,173,676157,7277,189563,2052,0,0
162,690355,7331,960584,9666,0,0,17300,173,681599,7340,189852,2057,0,0
163,693887,7370,970394,9766,0,0,17300,173,687004,7403,190041,2061,0,0
164,696482,7399,980996,9874,0,0,17300,173,692682,7469,190227,2065,0,0
165,699902,7437,999257,10060,0,0,17300,173,695912,7506,190602,2070,0,0
166,702903,7470,1006523,10134,0,0,17300,173,699327,7545,190705,2072,0,0
167,704429,7487,1013520,10205,0,0,17300,173,703020,7587,190806,2074,0,0
168,706610,7511,1019035,10261,0,0,17300,173,706036,7622,191002,2077,0,0
169,708790,7535,1034895,10423,0,0,17300,173,706410,7626,191175,2079,0,0
170,711657,7566,1040611,10481,0,0,17300,173,706410,7626,191175,2079,0,0
171,713592,7587,1045522,10531,0,0,17300,173,706410,7626,191175,2079,0,0
172,715907,7612,1049852,10575,0,0,17300,173,706410,7626,191175,2079,0,0
173,718052,7635,1054285,10620,0,0,17300,173,706410,7626,191175,2079,0,0
174,720127,7658,1058024,10658,0,0,17300,173,706410,7626,191175,2079,0,0
175,722070,7679,1060675,10685,0,0,17300,173,706410,7626,191175,2079,0,0
176,723826,7698,1062741,10706,0,0,17300,173,706410,7626,191175,2079,0,0
177,724566,7706,1065105,10730,0,0,17300,173,706410,7626,191271,2080,0,0
178,725947,7721,1067659,10756,0,0,17300,173,706410,7626,191271,2080,0,0
179,727681,7740,1070020,10780,0,0,17300,173,706410,7626,191271,2080,0,0
180,729241,7757,1072787,10808,0,0,17300,173,706410,7626,191271,2080,0,0
181,730546,7771,1075648,10837,0,0,17300,173,706410,7626,191271,2080,0,0
182,731287,7779,1077621,10857,0,0,17300,173,706410,7626,191271,2080,0,0
183,731742,7784,1080178,10883,0,0,17300,173,706410,7626,191271,2080,0,0
184,732385,7791,1084218,10924,0,0,17300,173,706410,7626,191271,2080,0,0
185,732826,7796,1087075,10953,0,0,17300,173,706410,7626,191271,2080,0,0
186,733466,7803,1091205,10995,0,0,17300,173,706410,7626,191271,2080,0,0
187,733844,7807,1096329,11047,0,0,17300,173,706410,7626,191271,2080,0,0
188,734118,7810,1100766,11092,0,0,17300,173,706410,7626,191271,2080,0,0
189,734854,7818,1104802,11133,0,0,17300,173,706410,7626,191271,2080,0,0
190,735231,7822,1109925,11185,0,0,17300,173,706410,7626,191271,2080,0,0
191,735771,7828,1114747,11234,0,0,17300,173,706410,7626,191271,2080,0,0
192,735956,7830,1120163,11289,0,0,17300,173,706410,7626,191271,2080,0,0
193,736416,7835,1124100,11329,0,0,17300,173,706410,7626,191271,2080,0,0
194,736695,7838,1128321,11372,0,0,17300,173,706410,7626,191271,2080,0,0
195,737336,7845,1132839,11418,0,0,17300,173,706410,7626,191271,2080,0,0
196,737693,7849,1136383,11454,0,0,17300,173,706410,7626,191271,2080,0,0
197,738245,7855,1139834,11489,0,0,17300,173,706410,7626,191271,2080,0,0
198,738338,7856,1143186,11523,0,0,17300,173,706410,7626,191271,2080,0,0
199,738525,7858,1146925,11561,0,0,17300,173,706410,7626,191271,2080,0,0
200,738525,7858,1151163,11604,0,0,17300,173,706410,7626,191271,2080,0,0
201,738525,7858,1155294,11646,0,0,17300,173,706410,7626,191271,2080,0,0
202,738715,7860,1157361,11667,0,0,17300,173,706410,7626,191271,2080,0,0
203,738988,7863,1158938,11683,0,0,17300,173,706410,7626,191271,2080,0,0
204,739174,7865,1160122,11695,0,0,17300,173,706410,7626,191271,2080,0,0
205,739261,7866,1161503,11709,0,0,17300,173,706410,7626,191271,2080,0,0
206,739452,7868,1162195,11716,0,0,17300,173,706410,7626,191271,2080,0,0
207,739547,7869,1162886,11723,0,0,17300,173,706410,7626,191271,2080,0,0
208,739547,7869,1163869,11733,0,0,17300,173,706410,7626,191271,2080,0,0
209,739641,7870,1164264,11737,0,0,17300,173,706410,7626,191271,2080,0,0
210,739641,7870,1164660,11741,0,0,17300,173,706410,7626,191271,2080,0,0
211,739730,7871,1165153,11746,0,0,17300,173,706410,7626,191271,2080,0,0
212,739730,7871,1165746,11752,0,0,17300,173,706410,7626,191271,2080,0,0
213,739730,7871,1165845,11753,0,0,17300,173,706410,7626,191271,2080,0,0
214,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
215,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
216,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
217,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
218,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
219,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
220,739730,7871,1165943,11754,0,0,17300,173,706410,7626,191271,2080,0,0
221,739730,7871,1165943,11754,0,0,17300,173,709226,7658,191271,2080,0,0
222,739730,7871,1165943,11754,0,0,17300,173,712870,7699,191271,2080,0,0
223,739730,7871,1165943,11754,0,0,17300,173,716235,7737,191271,2080,0,0
224,739730,7871,1166128,11756,0,0,17300,173,719693,7776,191271,2080,0,0
225,739822,7872,1170134,11798,0,0,17300,173,724352,7829,191341,2082,0,0
226,739822,7872,1176524,11865,0,0,17300,173,729221,7885,191409,2084,0,0
227,739822,7872,1182230,11925,0,0,17300,173,734754,7948,191475,2086,0,0
228,739822,7872,1188897,11995,0,0,17300,173,739822,8006,191539,2088,0,0
229,739822,7872,1201975,12132,0,0,17300,173,747453,8095,191680,2092,0,0
230,739822,7872,1216866,12288,0,0,17300,173,754324,8175,191817,2096,0,0
231,739822,7872,1232048,12448,0,0,17300,173,762015,8265,191951,2100,0,0
232,739822,7872,1250201,12639,0,0,17300,173,769179,8349,192081,2104,0,0
233,739822,7872,1272497,12873,0,0,17376,174,779640,8471,192306,2110,0,0
234,739910,7873,1297009,13130,0,0,17529,176,789763,8591,192526,2116,0,0
235,740096,7875,1318464,13356,0,0,17680,178,799583,8707,192682,2121,0,0
236,740189,7876,1339840,13582,0,0,17906,181,810162,8831,192953,2128,0,0
237,740463,7879,1359873,13794,0,0,18129,184,820271,8951,193160,2134,0,0
238,740640,7881,1376814,13974,0,0,18495,189,831024,9078,193361,2140,0,0
239,740988,7885,1392642,14142,0,0,18856,194,841600,9203,193499,2145,0,0
240,741438,7890,1405756,14282,0,0,19212,199,851991,9326,193751,2152,0,0
241,741788,7894,1419448,14428,0,0,19563,204,862197,9447,193942,2158,0,0
242,741872,7895,1431674,14559,0,0,19977,210,871877,9564,194071,2163,0,0
243,742409,7901,1442032,14670,0,0,20385,216,882112,9686,194198,2168,0,0
244,742841,7906,1451573,14772,0,0,20851,223,892819,9814,194322,2173,0,0
245,743475,7913,1460874,14872,0,0,21378,231,903452,9941,194445,2178,0,0
246,744198,7921,1467277,14941,0,0,21833,238,913287,10060,194567,2183,0,0
247,744733,7927,1474308,15017,0,0,22408,247,923202,10180,194687,2188,0,0
248,745468,7935,1478988,15068,0,0,22911,255,933727,10306,194806,2193,0,0
249,746034,7942,1484210,15124,0,0,23406,263,943239,10421,194923,2198,0,0
250,746299,7945,1489366,15179,0,0,23957,272,953449,10546,195039,2203,0,0
251,746986,7953,1492958,15218,0,0,24559,282,963658,10670,195153,2208,0,0
252,747593,7960,1495376,15244,0,0,25152,292,973597,10790,195233,2212,0,0
253,748387,7969,1519430,15498,0,0,25560,299,981903,10892,195494,2220,0,0
254,748811,7974,1522998,15536,0,0,25961,306,988843,10977,195606,2225,0,0
255,749403,7981,1524711,15554,0,0,26355,313,995316,11058,195717,2230,0,0
256,749865,7986,1526419,15572,0,0,26742,320,1002510,11147,195828,2235,0,0
257,750487,7993,1549139,15812,0,0,26961,324,1007547,11210,195898,2238,0,0
258,750844,7997,1551060,15832,0,0,27177,328,1012659,11274,195968,2241,0,0
259,751117,8000,1552225,15844,0,0,27389,332,1017821,11338,196037,2244,0,0
260,751396,8003,1552807,15850,0,0,27597,336,1022542,11398,196106,2247,0,0
261,751665,8006,1574299,16077,0,0,27647,337,1026428,11445,196358,2252,0,0
262,751759,8007,1575364,16088,0,0,27696,338,1029269,11480,196378,2253,0,0
263,751834,8008,1576141,16096,0,0,27744,339,1032622,11521,196398,2254,0,0
264,751921,8009,1576917,16104,0,0,27791,340,1035364,11555,196418,2255,0,0
265,752012,8010,1595220,16298,0,0,27791,340,1035978,11562,196650,2259,0,0
266,752098,8011,1596575,16312,0,0,27791,340,1035978,11562,196650,2259,0,0
267,752098,8011,1597229,16319,0,0,27791,340,1035978,11562,196650,2259,0,0
268,752189,8012,1597714,16324,0,0,27791,340,1035978,11562,196650,2259,0,0
269,752379,8014,1597907,16326,0,0,27791,340,1035978,11562,196650,2259,0,0
270,752557,8016,1598383,16331,0,0,27791,340,1035978,11562,196650,2259,0,0
271,752804,8019,1599134,16339,0,0,27791,340,1035978,11562,196650,2259,0,0
272,752985,8021,1599326,16341,0,0,27791,340,1035978,11562,196650,2259,0,0
273,753079,8022,1600188,16350,0,0,27791,340,1035978,11562,196650,2259,0,0
274,753156,8023,1601792,16367,0,0,27791,340,1035978,11562,196650,2259,0,0
275,753237,8024,1603659,16387,0,0,27791,340,1035978,11562,196650,2259,0,0
276,753503,8027,1606213,16414,0,0,27791,340,1035978,11562,196650,2259,0,0
277,753503,8027,1608963,16443,0,0,27791,340,1035978,11562,196650,2259,0,0
278,753850,8031,1612186,16477,0,0,27791,340,1035978,11562,196650,2259,0,0
279,753935,8032,1616931,16527,0,0,27791,340,1035978,11562,196650,2259,0,0
280,754219,8035,1621504,16575,0,0,27791,340,1035978,11562,196650,2259,0,0
281,754573,8039,1627544,16639,0,0,27791,340,1035978,11562,196650,2259,0,0
282,754666,8040,1634787,16716,0,0,27791,340,1035978,11562,196650,2259,0,0
283,755292,8047,1642331,16796,0,0,27791,340,1035978,11562,196650,2259,0,0
284,755635,8051,1651788,16896,0,0,27791,340,1035978,11562,196650,2259,0,0
285,755815,8053,1661425,16998,0,0,27791,340,1035978,11562,196650,2259,0,0
286,756055,8056,1671653,17106,0,0,27791,340,1035978,11562,196650,2259,0,0
287,756293,8059,1680981,17204,0,0,27791,340,1035978,11562,196650,2259,0,0
288,756626,8063,1691711,17318,0,0,27791,340,1035978,11562,196650,2259,0,0
289,756887,8066,1702492,17431,0,0,27791,340,1035978,11562,196650,2259,0,0
290,756887,8066,1708402,17494,0,0,27791,340,1035978,11562,196650,2259,0,0
291,756887,8066,1714441,17558,0,0,27791,340,1035978,11562,196650,2259,0,0
292,756887,8066,1722048,17639,0,0,27791,340,1035978,11562,196650,2259,0,0
293,756982,8067,1729099,17714,0,0,27791,340,1035978,11562,196650,2259,0,0
294,756982,8067,1735340,17780,0,0,27791,340,1035978,11562,196650,2259,0,0
295,756982,8067,1741202,17842,0,0,27791,340,1035978,11562,196650,2259,0,0
296,756982,8067,1747156,17905,0,0,27791,340,1035978,11562,196650,2259,0,0
297,756982,8067,1751816,17954,0,0,27791,340,1035978,11562,196650,2259,0,0
298,756982,8067,1756505,18003,0,0,27791,340,1035978,11562,196650,2259,0,0
299,756982,8067,1760511,18045,0,0,27791,340,1035978,11562,196650,2259,0,0
300,756982,8067,1764888,18091,0,0,27791,340,1035978,11562,196650,2259,0,0
301,756982,8067,1769449,18139,0,0,27791,340,1035978,11562,196650,2259,0,0
302,756982,8067,1773225,18179,0,0,27791,340,1035978,11562,196650,2259,0,0
303,756982,8067,1778149,18231,0,0,27791,340,1035978,11562,196650,2259,0,0
304,756982,8067,1780822,18259,0,0,27791,340,1035978,11562,196650,2259,0,0
305,756982,8067,1783021,18282,0,0,27791,340,1035978,11562,196650,2259,0,0
306,756982,8067,1785501,18308,0,0,27791,340,1035978,11562,196650,2259,0,0
307,756982,8067,1788156,18336,0,0,27791,340,1035978,11562,196650,2259,0,0
308,756982,8067,1790258,18358,0,0,27791,340,1035978,11562,196650,2259,0,0
309,756982,8067,1792663,18383,0,0,27791,340,1035978,11562,196650,2259,0,0
310,756982,8067,1794967,18407,0,0,27791,340,1035978,11562,196650,2259,0,0
311,756982,8067,1797156,18430,0,0,27791,340,1035978,11562,196650,2259,0,0
312,756982,8067,1798667,18446,0,0,27791,340,1035978,11562,196650,2259,0,0
313,756982,8067,1801146,18472,0,0,27791,340,1035978,11562,196650,2259,0,0
314,756982,8067,1802374,18485,0,0,27791,340,1035978,11562,196650,2259,0,0
315,756982,8067,1803615,18498,0,0,27791,340,1035978,11562,196650,2259,0,0
316,756982,8067,1804751,18510,0,0,27791,340,1035978,11562,196650,2259,0,0
317,756982,8067,1808126,18548,0,0,27966,343,1038062,11587,196650,2259,0,0
318,756982,8067,1813371,18606,0,0,28138,346,1041243,11625,196650,2259,0,0
319,756982,8067,1818425,18663,0,0,28308,349,1044469,11664,196650,2259,0,0
320,756982,8067,1822248,18706,0,0,28475,352,1047930,11705,196650,2259,0,0
321,756982,8067,1828438,18776,0,0,28747,357,1051999,11755,196690,2261,0,0
322,756982,8067,1834366,18843,0,0,29120,364,1057286,11818,196730,2263,0,0
323,756982,8067,1840083,18908,0,0,29434,370,1062082,11877,196770,2265,0,0
324,756982,8067,1846567,18981,0,0,29742,376,1066977,11936,196810,2267,0,0
325,756982,8067,1851220,19034,0,0,30198,385,1073523,12018,196898,2271,0,0
326,757079,8068,1858343,19114,0,0,30646,394,1079940,12097,196986,2275,0,0
327,757079,8068,1864867,19187,0,0,31085,403,1086745,12183,197074,2279,0,0
328,757079,8068,1869584,19241,0,0,31516,412,1093405,12266,197161,2283,0,0
329,757173,8069,1875948,19313,0,0,31984,422,1101613,12370,197268,2288,0,0
330,757173,8069,1881965,19380,0,0,32442,432,1110905,12487,197374,2293,0,0
331,757173,8069,1887319,19440,0,0,32890,442,1120728,12610,197480,2298,0,0
332,757173,8069,1891362,19487,0,0,33328,452,1130656,12733,197586,2303,0,0
333,757173,8069,1896879,19549,0,0,33757,462,1139453,12845,197646,2306,0,0
334,757173,8069,1900184,19586,0,0,34176,472,1148393,12958,197796,2313,0,0
335,757457,8072,1904861,19639,0,0,34545,481,1157578,13075,197901,2318,0,0
336,757549,8073,1908229,19677,0,0,34984,492,1165598,13177,198006,2323,0,0
337,757549,8073,1912660,19726,0,0,35333,501,1174258,13286,198111,2328,0,0
338,757549,8073,1916094,19764,0,0,35754,512,1183471,13403,198215,2333,0,0
339,757645,8074,1918888,19795,0,0,36126,522,1191945,13513,198295,2337,0,0
340,757645,8074,1922228,19832,0,0,36488,532,1200558,13623,198423,2343,0,0
341,757645,8074,1926331,19878,0,0,36841,542,1210019,13744,198527,2348,0,0
342,757835,8076,1929659,19915,0,0,37185,552,1219755,13869,198607,2352,0,0
343,758024,8078,1933092,19953,0,0,37519,562,1229003,13987,198735,2358,0,0
344,758214,8080,1936449,19991,0,0,37843,572,1236625,14087,198839,2363,0,0
345,758309,8081,1939706,20026,0,0,38157,582,1244620,14191,198942,2368,0,0
346,758405,8082,1942492,20057,0,0,38461,592,1251296,14280,199022,2372,0,0
347,758405,8082,1945333,20089,0,0,38755,602,1258828,14379,199102,2376,0,0
348,758594,8084,1947609,20114,0,0,39039,612,1265973,14474,199182,2380,0,0
349,758877,8087,1965596,20314,0,0,39229,619,1275458,14597,199334,2387,0,0
350,759068,8089,1967742,20338,0,0,39412,626,1284603,14715,199457,2393,0,0
351,759258,8091,1969935,20363,0,0,39588,633,1292858,14824,199537,2397,0,0
352,759351,8092,1972138,20388,0,0,39757,640,1299737,14915,199640,2402,0,0
353,759446,8093,1989033,20578,0,0,39851,644,1308465,15027,199726,2406,0,0
354,759446,8093,1990710,20597,0,0,39941,648,1316917,15135,199789,2409,0,0
