,Agent_Commerce($),Agent_Commerce(#),Agent_Catering($),Agent_Catering(#),Agent_Health($),Agent_Health(#),Agent_Recreation($),Agent_Recreation(#),Agent_Transport($),Agent_Transport(#),Agent_Hotel($),Agent_Hotel(#),Agent_RealState($),Agent_RealState(#)
34,12300,123,0,0,0,0,0,0,10477,106,6166,63,0,0
35,19300,193,0,0,0,0,0,0,16404,166,9301,95,0,0
36,26600,266,0,0,0,0,0,0,23115,234,12230,125,0,0
37,33889,339,0,0,0,0,0,0,29031,294,15152,155,0,0
38,41651,417,0,0,0,0,0,0,35525,360,18262,187,0,0
39,51958,521,100,1,0,0,0,0,43980,446,22844,234,0,0
40,62532,628,100,1,0,0,0,0,52711,535,27810,285,0,0
41,72891,733,400,4,0,0,0,0,61813,628,32267,331,0,0
42,83416,840,1200,12,0,0,0,0,70212,714,37404,384,0,0
43,97453,983,3000,30,0,0,0,0,81345,828,42443,436,0,0
44,111351,1125,5700,57,0,0,0,0,93241,950,48649,500,0,0
45,124716,1262,9400,94,0,0,0,0,105906,1080,55134,567,0,0
46,138725,1406,15600,156,0,0,0,0,118054,1205,61017,628,0,0
47,152103,1544,23800,238,0,0,0,0,128810,1316,66699,687,0,0
48,166620,1694,37100,371,0,0,0,0,140718,1439,72842,751,0,0
49,179738,1830,53200,532,0,0,0,0,153670,1573,78984,815,0,0
50,193691,1975,74800,748,0,0,0,0,164925,1690,84522,873,0,0
51,207423,2118,98600,986,0,0,0,0,176927,1815,90440,935,0,0
52,220073,2250,125500,1255,0,0,0,0,188715,1938,96444,998,0,0
53,234114,2397,151800,1518,0,0,0,0,200089,2057,101853,1055,0,0
54,247464,2537,181400,1814,0,0,0,0,212221,2184,108033,1120,0,0
55,259915,2668,211000,2110,0,0,0,0,224132,2309,113707,1180,0,0
56,272734,2803,240000,2400,0,0,0,0,234765,2421,120061,1247,0,0
57,284472,2927,267800,2678,0,0,0,0,246550,2545,125717,1307,0,0
58,296297,3052,293700,2937,0,0,0,0,259081,2677,131363,1367,0,0
59,308386,3180,315400,3154,0,0,0,0,269460,2787,136908,1426,0,0
60,320080,3304,332300,3323,0,0,0,0,281279,2912,142048,1481,0,0
61,329015,3399,367000,3670,0,0,0,0,291280,3018,147231,1535,0,0
62,337752,3492,379200,3792,0,0,0,0,299136,3102,151747,1582,0,0
63,345077,3570,389500,3895,0,0,0,0,307746,3194,156531,1632,0,0
64,351808,3642,398600,3986,0,0,0,0,316629,3289,160933,1678,0,0
65,358115,3709,432000,4320,0,0,0,0,324143,3369,163974,1710,0,0
66,366245,3795,436400,4364,0,0,0,0,329413,3426,167020,1742,0,0
67,372290,3859,440700,4407,0,0,0,0,334972,3486,169482,1768,0,0
68,377756,3917,443700,4437,0,0,0,0,340340,3544,172810,1803,0,0
69,382170,3964,469500,4695,0,0,0,0,343786,3581,174166,1817,0,0
70,390791,4055,472100,4721,0,0,0,0,346960,3615,175426,1830,0,0
71,395418,4104,473200,4732,0,0,0,0,350516,3653,176395,1840,0,0
72,399094,4143,473400,4734,0,0,0,0,353101,3681,178044,1857,0,0
73,403667,4191,499300,4993,0,0,0,0,353971,3690,178334,1860,0,0
74,408653,4243,499400,4994,0,0,100,1,353971,3690,178334,1860,0,0
75,409908,4256,499500,4995,0,0,200,2,353971,3690,178334,1860,0,0
76,411059,4268,499800,4998,0,0,200,2,353971,3690,178334,1860,0,0
77,412122,4279,500000,5000,0,0,200,2,353971,3690,178334,1860,0,0
78,412410,4282,500000,5000,0,0,200,2,353971,3690,178334,1860,0,0
79,412699,4285,500000,5000,0,0,300,3,353971,3690,178334,1860,0,0
80,413088,4289,500000,5000,0,0,300,3,353971,3690,178334,1860,0,0
81,413183,4290,500000,5000,0,0,300,3,353971,3690,178334,1860,0,0
82,413183,4290,500000,5000,0,0,400,4,353971,3690,178334,1860,0,0
83,413183,4290,500000,5000,0,0,400,4,353971,3690,178334,1860,0,0
84,413183,4290,500000,5000,0,0,800,8,353971,3690,178334,1860,0,0
85,413183,4290,500000,5000,0,0,1300,13,353971,3690,178334,1860,0,0
86,413183,4290,500000,5000,0,0,1800,18,353971,3690,178334,1860,0,0
87,413183,4290,500000,5000,0,0,2100,21,353971,3690,178334,1860,0,0
88,413183,4290,500100,5001,0,0,2900,29,353971,3690,178334,1860,0,0
89,413183,4290,500200,5002,0,0,3500,35,353971,3690,178334,1860,0,0
90,413183,4290,501000,5010,0,0,4100,41,353971,3690,178334,1860,0,0
91,413183,4290,502200,5022,0,0,5100,51,353971,3690,178334,1860,0,0
92,413183,4290,503200,5032,0,0,6400,64,353971,3690,178334,1860,0,0
93,413183,4290,504900,5049,0,0,8100,81,353971,3690,178334,1860,0,0
94,413183,4290,507800,5078,0,0,10400,104,353971,3690,178334,1860,0,0
95,413183,4290,511100,5111,0,0,12900,129,353971,3690,178334,1860,0,0
96,413183,4290,515400,5154,0,0,15400,154,353971,3690,178334,1860,0,0
97,413183,4290,519700,5197,0,0,17800,178,353971,3690,178334,1860,0,0
98,413183,4290,522100,5221,0,0,17800,178,353971,3690,178334,1860,0,0
99,413183,4290,525500,5255,0,0,17800,178,353971,3690,178334,1860,0,0
100,413183,4290,529400,5294,0,0,17800,178,353971,3690,178334,1860,0,0
101,413183,4290,534300,5343,0,0,17800,178,353971,3690,178334,1860,0,0
102,413183,4290,540000,5400,0,0,17800,178,353971,3690,178334,1860,0,0
103,413183,4290,544200,5442,0,0,17800,178,353971,3690,178334,1860,0,0
104,413183,4290,550900,5509,0,0,17800,178,353971,3690,178334,1860,0,0
105,413183,4290,557800,5578,0,0,17800,178,353971,3690,178334,1860,0,0
106,413183,4290,566300,5663,0,0,17800,178,353971,3690,178334,1860,0,0
107,413183,4290,574600,5746,0,0,17800,178,353971,3690,178334,1860,0,0
108,413183,4290,582200,5822,0,0,17800,178,353971,3690,178334,1860,0,0
109,413183,4290,589900,5899,0,0,17800,178,353971,3690,178334,1860,0,0
110,413183,4290,596600,5966,0,0,17800,178,353971,3690,178334,1860,0,0
111,413183,4290,601700,6017,0,0,17800,178,353971,3690,178334,1860,0,0
112,413183,4290,605600,6056,0,0,17800,178,353971,3690,178334,1860,0,0
113,413183,4290,609100,6091,0,0,17800,178,353971,3690,178334,1860,0,0
114,413183,4290,611800,6118,0,0,17800,178,353971,3690,178334,1860,0,0
115,413183,4290,613500,6135,0,0,17800,178,353971,3690,178334,1860,0,0
116,413183,4290,613800,6138,0,0,17800,178,353971,3690,178334,1860,0,0
117,413183,4290,614500,6145,0,0,17800,178,353971,3690,178334,1860,0,0
118,413183,4290,614800,6148,0,0,17800,178,353971,3690,178334,1860,0,0
119,413183,4290,615200,6152,0,0,17800,178,353971,3690,178334,1860,0,0
120,413183,4290,615500,6155,0,0,17800,178,353971,3690,178334,1860,0,0
121,413183,4290,615500,6155,0,0,17800,178,353971,3690,178334,1860,0,0
122,413183,4290,615500,6155,0,0,17800,178,353971,3690,178334,1860,0,0
123,413183,4290,615500,6155,0,0,17800,178,353971,3690,178334,1860,0,0
124,413183,4290,615500,6155,0,0,17800,178,353971,3690,178334,1860,0,0
125,415336,4313,615500,6155,0,0,17800,178,356414,3716,178676,1865,0,0
126,418232,4344,615500,6155,0,0,17800,178,358759,3741,179109,1871,0,0
127,421413,4378,615500,6155,0,0,17800,178,361580,3771,179443,1876,0,0
128,423851,4404,615500,6155,0,0,17800,178,364116,3798,179773,1881,0,0
129,429335,4463,616391,6164,0,0,17800,178,369328,3854,180194,1887,0,0
130,435096,4525,617282,6173,0,0,17800,178,375772,3923,180516,1892,0,0
131,440566,4584,618272,6183,0,0,17800,178,381455,3984,180929,1898,0,0
132,445851,4641,619558,6196,0,0,17800,178,387597,4050,181242,1903,0,0
133,452907,4717,624009,6241,0,0,17800,178,395486,4136,181785,1911,0,0
134,460251,4796,629153,6293,0,0,17800,178,403580,4224,182264,1918,0,0
135,468308,4883,634490,6347,0,0,17800,178,411896,4315,182770,1926,0,0
136,475832,4964,640021,6403,0,0,17800,178,419679,4400,183382,1935,0,0
137,485235,5066,649015,6494,0,0,17800,178,431021,4524,183904,1943,0,0
138,495866,5181,661172,6617,0,0,17800,178,441976,4644,184422,1951,0,0
139,506124,5292,673014,6737,0,0,17800,178,453638,4772,184934,1959,0,0
140,517833,5419,685049,6859,0,0,17800,178,464180,4888,185275,1965,0,0
141,529345,5544,697367,6984,0,0,17800,178,475117,5008,185943,1975,0,0
142,539599,5655,708974,7102,0,0,17800,178,485780,5126,186274,1981,0,0
143,549524,5763,721172,7226,0,0,17800,178,497505,5255,186681,1988,0,0
144,559440,5871,733357,7350,0,0,17800,178,508664,5379,187002,1994,0,0
145,570793,5995,745452,7473,0,0,17800,178,519802,5502,187317,2000,0,0
146,579862,6094,755656,7577,0,0,17800,178,530293,5619,187628,2006,0,0
147,589172,6196,767902,7702,0,0,17800,178,541526,5744,187934,2012,0,0
148,598881,6302,779548,7821,0,0,17800,178,552556,5867,188235,2018,0,0
149,608959,6412,789426,7922,0,0,17800,178,563607,5990,188532,2024,0,0
150,616495,6495,801768,8048,0,0,17800,178,575185,6119,188824,2030,0,0
151,626274,6602,813298,8166,0,0,17800,178,585728,6238,189112,2036,0,0
152,635377,6702,822653,8262,0,0,17800,178,596779,6362,189395,2042,0,0
153,642897,6785,833007,8368,0,0,17800,178,606711,6474,189613,2047,0,0
154,650023,6863,844335,8484,0,0,17800,178,618755,6609,189888,2053,0,0
155,656488,6935,855966,8603,0,0,17800,178,629355,6729,190222,2060,0,0
156,661717,6993,864260,8688,0,0,17800,178,639466,6843,190489,2066,0,0
157,667332,7055,884215,8892,0,0,17800,178,648426,6945,190875,2071,0,0
158,671889,7105,895313,9006,0,0,17800,178,657383,7047,190917,2072,0,0
159,676380,7155,905951,9115,0,0,17800,178,665887,7144,190958,2073,0,0
160,680076,7196,918426,9243,0,0,17800,178,673511,7231,190998,2074,0,0
161,683612,7235,939545,9459,0,0,17800,178,679833,7304,191571,2081,0,0
162,686997,7272,949225,9558,0,0,17800,178,685186,7366,191609,2082,0,0
163,689636,7301,958695,9655,0,0,17800,178,690248,7425,191646,2083,0,0
164,692446,7332,965924,9729,0,0,17800,178,695328,7484,191777,2085,0,0
165,695224,7363,985968,9934,0,0,17800,178,698299,7518,192112,2089,0,0
166,699157,7406,994985,10026,0,0,17800,178,701264,7552,192112,2089,0,0
167,701427,7431,1001667,10094,0,0,17800,178,704332,7587,192112,2089,0,0
168,703343,7452,1008333,10162,0,0,17800,178,707569,7624,192112,2089,0,0
169,705558,7476,1024164,10324,0,0,17800,178,707757,7626,192112,2089,0,0
170,708326,7506,1029849,10382,0,0,17800,178,707757,7626,192112,2089,0,0
171,710831,7533,1034081,10425,0,0,17800,178,707757,7626,192112,2089,0,0
172,712671,7553,1038119,10466,0,0,17800,178,707757,7626,192112,2089,0,0
173,714739,7575,1041852,10504,0,0,17800,178,707757,7626,192112,2089,0,0
174,716221,7591,1045087,10537,0,0,17800,178,707757,7626,192207,2090,0,0
175,717818,7608,1047444,10561,0,0,17800,178,707757,7626,192303,2091,0,0
176,719117,7622,1050595,10593,0,0,17800,178,707757,7626,192303,2091,0,0
177,720964,7642,1052850,10616,0,0,17800,178,707757,7626,192303,2091,0,0
178,721981,7653,1055703,10645,0,0,17800,178,707757,7626,192303,2091,0,0
179,723852,7673,1057572,10664,0,0,17800,178,707757,7626,192303,2091,0,0
180,724686,7682,1060227,10691,0,0,17800,178,707757,7626,192303,2091,0,0
181,725713,7693,1062882,10718,0,0,17800,178,707757,7626,192303,2091,0,0
182,725990,7696,1064742,10737,0,0,17800,178,707757,7626,192303,2091,0,0
183,726735,7704,1066713,10757,0,0,17800,178,707757,7626,192303,2091,0,0
184,727647,7714,1070255,10793,0,0,17800,178,707757,7626,192303,2091,0,0
185,728120,7719,1072911,10820,0,0,17800,178,707757,7626,192303,2091,0,0
186,728866,7727,1075077,10842,0,0,17800,178,707757,7626,192303,2091,0,0
187,729149,7730,1077924,10871,0,0,17800,178,707757,7626,192303,2091,0,0
188,729427,7733,1081468,10907,0,0,17800,178,707757,7626,192303,2091,0,0
189,729513,7734,1085901,10952,0,0,17800,178,707757,7626,192303,2091,0,0
190,729513,7734,1089639,10990,0,0,17800,178,707757,7626,192303,2091,0,0
191,729889,7738,1093481,11029,0,0,17800,178,707757,7626,192303,2091,0,0
192,730266,7742,1098496,11080,0,0,17800,178,707757,7626,192303,2091,0,0
193,730826,7748,1102535,11121,0,0,17800,178,707757,7626,192303,2091,0,0
194,731193,7752,1106466,11161,0,0,17800,178,707757,7626,192303,2091,0,0
195,731281,7753,1109811,11195,0,0,17800,178,707757,7626,192303,2091,0,0
196,731376,7754,1112665,11224,0,0,17800,178,707757,7626,192303,2091,0,0
197,731568,7756,1115813,11256,0,0,17800,178,707757,7626,192303,2091,0,0
198,731843,7759,1119065,11289,0,0,17800,178,707757,7626,192303,2091,0,0
199,732212,7763,1120741,11306,0,0,17800,178,707757,7626,192303,2091,0,0
200,732304,7764,1122315,11322,0,0,17800,178,707757,7626,192303,2091,0,0
201,732487,7766,1123793,11337,0,0,17800,178,707757,7626,192303,2091,0,0
202,732762,7769,1125666,11356,0,0,17800,178,707757,7626,192303,2091,0,0
203,733025,7772,1126648,11366,0,0,17800,178,707757,7626,192303,2091,0,0
204,733025,7772,1128120,11381,0,0,17800,178,707757,7626,192303,2091,0,0
205,733117,7773,1129299,11393,0,0,17800,178,707757,7626,192303,2091,0,0
206,733205,7774,1130087,11401,0,0,17800,178,707757,7626,192303,2091,0,0
207,733292,7775,1130675,11407,0,0,17800,178,707757,7626,192303,2091,0,0
208,733480,7777,1131070,11411,0,0,17800,178,707757,7626,192303,2091,0,0
209,733480,7777,1131462,11415,0,0,17800,178,707757,7626,192303,2091,0,0
210,733573,7778,1131560,11416,0,0,17800,178,707757,7626,192303,2091,0,0
211,733573,7778,1131949,11420,0,0,17800,178,707757,7626,192303,2091,0,0
212,733668,7779,1132243,11423,0,0,17800,178,707757,7626,192303,2091,0,0
213,733668,7779,1132538,11426,0,0,17800,178,707757,7626,192303,2091,0,0
214,733762,7780,1132637,11427,0,0,17800,178,707757,7626,192303,2091,0,0
215,733762,7780,1132835,11429,0,0,17800,178,707757,7626,192303,2091,0,0
216,733762,7780,1132835,11429,0,0,17800,178,707757,7626,192303,2091,0,0
217,733762,7780,1132934,11430,0,0,17800,178,707757,7626,192303,2091,0,0
218,733762,7780,1132934,11430,0,0,17800,178,707757,7626,192303,2091,0,0
219,733762,7780,1133033,11431,0,0,17800,178,707757,7626,192303,2091,0,0
220,733762,7780,1133033,11431,0,0,17800,178,707757,7626,192303,2091,0,0
221,733762,7780,1133033,11431,0,0,17800,178,709701,7648,192521,2096,0,0
222,733762,7780,1133033,11431,0,0,17800,178,712378,7678,192735,2101,0,0
223,733762,7780,1133129,11432,0,0,17800,178,714870,7706,192946,2106,0,0
224,733762,7780,1133225,11433,0,0,17800,178,717361,7734,193153,2111,0,0
225,733762,7780,1136856,11471,0,0,17800,178,722278,7790,193357,2116,0,0
226,733762,7780,1141461,11519,0,0,17800,178,728013,7855,193556,2121,0,0
227,733762,7780,1147188,11579,0,0,17800,178,733306,7915,193751,2126,0,0
228,733762,7780,1152804,11638,0,0,17800,178,739377,7984,193943,2131,0,0
229,733762,7780,1165228,11768,0,0,17800,178,746761,8070,194166,2137,0,0
230,733762,7780,1179923,11922,0,0,17800,178,754767,8163,194325,2142,0,0
231,733762,7780,1195221,12083,0,0,17800,178,762686,8255,194480,2147,0,0
232,733762,7780,1210335,12242,0,0,17800,178,769755,8338,194630,2152,0,0
233,733762,7780,1232366,12473,0,0,17800,178,779773,8455,194776,2157,0,0
234,733762,7780,1255317,12714,0,0,17800,178,790307,8579,194917,2162,0,0
235,733762,7780,1277738,12950,0,0,17800,178,800892,8703,195054,2167,0,0
236,733762,7780,1298180,13166,0,0,17800,178,810890,8820,195187,2172,0,0
237,733762,7780,1318684,13383,0,0,17800,178,821914,8950,195317,2177,0,0
238,733762,7780,1336809,13576,0,0,17800,178,832711,9077,195445,2182,0,0
239,733762,7780,1355293,13773,0,0,17874,179,842775,9196,195571,2187,0,0
240,733848,7781,1371707,13949,0,0,18021,181,853142,9318,195695,2192,0,0
241,734030,7783,1385015,14092,0,0,18166,183,862742,9433,195817,2197,0,0
242,734124,7784,1397657,14228,0,0,18309,185,873304,9558,195937,2202,0,0
243,734312,7786,1408608,14347,0,0,18450,187,884222,9688,196054,2207,0,0
244,734312,7786,1418369,14453,0,0,18589,189,894336,9809,196170,2212,0,0
245,734408,7787,1427720,14555,0,0,18862,193,904840,9934,196286,2217,0,0
246,734763,7791,1435934,14644,0,0,19198,198,914828,10054,196402,2222,0,0
247,735125,7795,1444102,14733,0,0,19529,203,924716,10173,196517,2227,0,0
248,735496,7799,1450491,14803,0,0,19917,209,934528,10291,196632,2232,0,0
249,736021,7805,1455106,14854,0,0,20299,215,944653,10413,196747,2237,0,0
250,736578,7811,1459289,14900,0,0,20796,223,955225,10540,196862,2242,0,0
251,736959,7815,1464421,14956,0,0,21285,231,965831,10668,196977,2247,0,0
252,737581,7822,1468299,14998,0,0,21766,239,975474,10784,197057,2251,0,0
253,738093,7828,1492191,15251,0,0,22300,248,983683,10885,197411,2258,0,0
254,738721,7835,1494356,15274,0,0,22885,258,991879,10985,197431,2259,0,0
255,739419,7843,1496544,15297,0,0,23460,268,999655,11080,197451,2260,0,0
256,740238,7852,1498532,15318,0,0,24025,278,1007442,11176,197471,2261,0,0
257,740999,7861,1522835,15577,0,0,24528,287,1012750,11241,197731,2266,0,0
258,741609,7868,1524628,15596,0,0,25024,296,1017838,11305,197751,2267,0,0
259,742140,7874,1525781,15608,0,0,25511,305,1022488,11363,197771,2268,0,0
260,742672,7880,1527004,15621,0,0,25989,314,1026796,11418,197791,2269,0,0
261,743569,7890,1548198,15847,0,0,26300,320,1030019,11457,197851,2270,0,0
262,744079,7896,1549235,15858,0,0,26605,326,1032813,11491,197851,2270,0,0
263,744504,7901,1549709,15863,0,0,26853,331,1035400,11523,197851,2270,0,0
264,744957,7906,1550477,15871,0,0,27198,338,1038188,11557,197851,2270,0,0
265,745590,7913,1566832,16045,0,0,27198,338,1038634,11562,197851,2270,0,0
266,745590,7913,1567677,16054,0,0,27198,338,1038634,11562,197851,2270,0,0
267,745590,7913,1567867,16056,0,0,27198,338,1038634,11562,197851,2270,0,0
268,745590,7913,1568152,16059,0,0,27198,338,1038634,11562,197851,2270,0,0
269,745590,7913,1568529,16063,0,0,27198,338,1038634,11562,197851,2270,0,0
270,745590,7913,1568714,16065,0,0,27198,338,1038634,11562,197851,2270,0,0
271,745590,7913,1569191,16070,0,0,27198,338,1038634,11562,197851,2270,0,0
272,745590,7913,1569865,16077,0,0,27198,338,1038634,11562,197851,2270,0,0
273,745590,7913,1570826,16087,0,0,27198,338,1038634,11562,197851,2270,0,0
274,745590,7913,1572160,16101,0,0,27198,338,1038634,11562,197851,2270,0,0
275,745590,7913,1574054,16121,0,0,27198,338,1038634,11562,197851,2270,0,0
276,745685,7914,1575840,16140,0,0,27198,338,1038634,11562,197851,2270,0,0
277,745685,7914,1578506,16168,0,0,27198,338,1038634,11562,197851,2270,0,0
278,745685,7914,1581512,16200,0,0,27198,338,1038634,11562,197851,2270,0,0
279,745863,7916,1584633,16233,0,0,27198,338,1038634,11562,197851,2270,0,0
280,746035,7918,1590313,16293,0,0,27198,338,1038634,11562,197851,2270,0,0
281,746212,7920,1596247,16355,0,0,27198,338,1038634,11562,197851,2270,0,0
282,746212,7920,1603244,16429,0,0,27198,338,1038634,11562,197851,2270,0,0
283,746297,7921,1610480,16505,0,0,27198,338,1038634,11562,197851,2270,0,0
284,746657,7925,1618107,16586,0,0,27198,338,1038634,11562,197851,2270,0,0
285,746833,7927,1627677,16687,0,0,27198,338,1038634,11562,197851,2270,0,0
286,747104,7930,1638466,16801,0,0,27198,338,1038634,11562,197851,2270,0,0
287,747385,7933,1647765,16899,0,0,27198,338,1038634,11562,197851,2270,0,0
288,747790,7938,1659352,17021,0,0,27198,338,1038634,11562,197851,2270,0,0
289,748050,7941,1670992,17144,0,0,27198,338,1038634,11562,197851,2270,0,0
290,748050,7941,1678454,17224,0,0,27198,338,1038634,11562,197851,2270,0,0
291,748050,7941,1686632,17311,0,0,27198,338,1038634,11562,197851,2270,0,0
292,748050,7941,1696019,17411,0,0,27198,338,1038634,11562,197851,2270,0,0
293,748050,7941,1703038,17485,0,0,27198,338,1038634,11562,197851,2270,0,0
294,748146,7942,1709273,17551,0,0,27198,338,1038634,11562,197851,2270,0,0
295,748146,7942,1715435,17616,0,0,27198,338,1038634,11562,197851,2270,0,0
296,748146,7942,1722525,17691,0,0,27198,338,1038634,11562,197851,2270,0,0
297,748241,7943,1728964,17759,0,0,27198,338,1038634,11562,197851,2270,0,0
298,748241,7943,1733890,17811,0,0,27198,338,1038634,11562,197851,2270,0,0
299,748241,7943,1739118,17866,0,0,27198,338,1038634,11562,197851,2270,0,0
300,748241,7943,1743967,17917,0,0,27198,338,1038634,11562,197851,2270,0,0
301,748241,7943,1747207,17951,0,0,27198,338,1038634,11562,197851,2270,0,0
302,748241,7943,1750077,17981,0,0,27198,338,1038634,11562,197851,2270,0,0
303,748432,7945,1753305,18015,0,0,27198,338,1038634,11562,197851,2270,0,0
304,748432,7945,1755408,18037,0,0,27198,338,1038634,11562,197851,2270,0,0
305,748432,7945,1758453,18069,0,0,27198,338,1038634,11562,197851,2270,0,0
306,748432,7945,1760849,18094,0,0,27198,338,1038634,11562,197851,2270,0,0
307,748432,7945,1763134,18118,0,0,27198,338,1038634,11562,197851,2270,0,0
308,748432,7945,1766370,18152,0,0,27198,338,1038634,11562,197851,2270,0,0
309,748432,7945,1768553,18175,0,0,27198,338,1038634,11562,197851,2270,0,0
310,748432,7945,1770360,18194,0,0,27198,338,1038634,11562,197851,2270,0,0
311,748432,7945,1772454,18216,0,0,27198,338,1038634,11562,197851,2270,0,0
312,748529,7946,1774543,18238,0,0,27198,338,1038634,11562,197851,2270,0,0
313,748623,7947,1776361,18257,0,0,27198,338,1038634,11562,197851,2270,0,0
314,748623,7947,1777978,18274,0,0,27198,338,1038634,11562,197851,2270,0,0
315,748623,7947,1779397,18289,0,0,27198,338,1038634,11562,197851,2270,0,0
316,748623,7947,1780631,18302,0,0,27198,338,1038634,11562,197851,2270,0,0
317,748623,7947,1784240,18343,0,0,27198,338,1039958,11578,197944,2274,0,0
318,748623,7947,1789776,18405,0,0,27198,338,1042583,11609,198037,2278,0,0
319,748623,7947,1794645,18460,0,0,27198,338,1044953,11637,198130,2282,0,0
320,748720,7948,1799330,18513,0,0,27198,338,1047752,11670,198222,2286,0,0
321,748909,7950,1805260,18580,0,0,27250,339,1052228,11724,198314,2290,0,0
322,748909,7950,1810833,18643,0,0,27301,340,1056971,11781,198406,2294,0,0
323,748909,7950,1816078,18703,0,0,27351,341,1061781,11839,198497,2298,0,0
324,749101,7952,1821843,18768,0,0,27400,342,1067399,11906,198588,2302,0,0
325,749101,7952,1827751,18835,0,0,27606,346,1074347,11992,198699,2307,0,0
326,749101,7952,1834801,18915,0,0,27808,350,1081633,12082,198810,2312,0,0
327,749295,7954,1841394,18989,0,0,28006,354,1088392,12166,198920,2317,0,0
328,749389,7955,1847012,19053,0,0,28200,358,1096258,12263,199030,2322,0,0
329,749484,7956,1852270,19113,0,0,28678,368,1103939,12360,199140,2327,0,0
330,749767,7959,1857748,19175,0,0,29146,378,1113576,12480,199220,2331,0,0
331,749767,7959,1863599,19241,0,0,29604,388,1123708,12606,199360,2337,0,0
332,749861,7960,1868298,19294,0,0,30010,397,1133650,12729,199440,2341,0,0
333,749956,7961,1872330,19340,0,0,30490,408,1142511,12841,199500,2344,0,0
334,750147,7963,1877107,19394,0,0,30918,418,1151374,12952,199600,2349,0,0
335,750243,7964,1882181,19451,0,0,31336,428,1160686,13069,199680,2353,0,0
336,750336,7965,1887081,19506,0,0,31744,438,1170079,13187,199760,2357,0,0
337,750430,7966,1890994,19549,0,0,32142,448,1179772,13309,199840,2361,0,0
338,750524,7967,1895804,19602,0,0,32531,458,1188946,13424,199920,2365,0,0
339,750524,7967,1899426,19642,0,0,32911,468,1197395,13532,200000,2369,0,0
340,750713,7969,1903168,19683,0,0,33281,478,1206930,13652,200080,2373,0,0
341,750713,7969,1906276,19718,0,0,33642,488,1215431,13760,200160,2377,0,0
342,750713,7969,1910212,19761,0,0,33994,498,1224722,13878,200240,2381,0,0
343,750806,7970,1914368,19807,0,0,34336,508,1231498,13967,200320,2385,0,0
344,750995,7972,1917400,19840,0,0,34668,518,1239294,14068,200400,2389,0,0
345,751091,7973,1920647,19876,0,0,34990,528,1245848,14155,200480,2393,0,0
346,751188,7974,1924181,19915,0,0,35302,538,1253099,14250,200560,2397,0,0
347,751283,7975,1926062,19936,0,0,35604,548,1260427,14346,200640,2401,0,0
348,751570,7978,1928854,19967,0,0,35896,558,1267554,14440,200720,2405,0,0
349,751855,7981,1947048,20174,0,0,36178,568,1277906,14572,200740,2406,0,0
350,752235,7985,1949941,20206,0,0,36450,578,1287325,14692,200740,2406,0,0
351,752235,7985,1951801,20227,0,0,36712,588,1296306,14809,200780,2408,0,0
352,752611,7989,1953833,20249,0,0,36964,598,1304121,14911,200800,2409,0,0
353,752800,7991,1971912,20455,0,0,37185,607,1313438,15030,200940,2414,0,0
354,753085,7994,1974497,20484,0,0,37397,616,1321875,15139,200960,2415,0,0
